代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
600000.SH,600000,2020-07-01,09:25:00.630,10873,,,B,10.5900,1600,106259,140879
600000.SH,600000,2020-07-01,09:25:00.630,10874,,,B,10.5900,1000,120578,140879
600000.SH,600000,2020-07-01,09:25:00.630,10875,,,S,10.5900,5000,145086,140879
600000.SH,600000,2020-07-01,09:25:00.630,10876,,,B,10.5900,500,130311,140879
600000.SH,600000,2020-07-01,09:25:00.630,10877,,,B,10.5900,1500,130311,146270
600000.SH,600000,2020-07-01,09:25:00.630,10878,,,B,10.5900,100,38757,146270
600000.SH,600000,2020-07-01,09:25:00.630,10879,,,B,10.5900,100,45264,146270
600000.SH,600000,2020-07-01,09:25:00.630,10880,,,B,10.5900,300,51200,146270
600000.SH,600000,2020-07-01,09:25:00.630,10881,,,B,10.5900,100,55757,146270
600000.SH,600000,2020-07-01,09:25:00.630,10882,,,B,10.5900,300,69943,146270
600000.SH,600000,2020-07-01,09:25:00.630,10883,,,B,10.5900,500,77302,146270
600000.SH,600000,2020-07-01,09:25:00.630,10884,,,B,10.5900,4800,92293,146270
600000.SH,600000,2020-07-01,09:25:00.630,10885,,,B,10.5900,9500,92293,159759
600000.SH,600000,2020-07-01,09:25:00.630,10886,,,B,10.5900,200,92293,109640
600000.SH,600000,2020-07-01,09:25:00.630,10887,,,S,10.5900,100,92293,76446
600000.SH,600000,2020-07-01,09:25:00.630,10888,,,B,10.5900,100,92293,126734
600000.SH,600000,2020-07-01,09:25:00.630,10889,,,B,10.5900,11800,92293,161342
600000.SH,600000,2020-07-01,09:25:00.630,10890,,,B,10.5900,1000,92293,153510
600000.SH,600000,2020-07-01,09:25:00.630,10891,,,S,10.5900,500,92293,55041
600000.SH,600000,2020-07-01,09:25:00.630,10892,,,B,10.5900,3600,92293,160598
600000.SH,600000,2020-07-01,09:25:00.630,10893,,,B,10.5900,5100,92293,160599
600000.SH,600000,2020-07-01,09:25:00.630,10894,,,B,10.5900,200,92293,162059
600000.SH,600000,2020-07-01,09:25:00.630,10895,,,B,10.5900,200,101412,162059
600000.SH,600000,2020-07-01,09:25:00.630,10896,,,B,10.5900,500,114128,162059
600000.SH,600000,2020-07-01,09:25:00.630,10897,,,S,10.5900,3400,114128,79847
600000.SH,600000,2020-07-01,09:25:00.630,10898,,,B,10.5900,6100,114128,162507
600000.SH,600000,2020-07-01,09:25:00.630,10899,,,B,10.5900,200,117347,162507
600000.SH,600000,2020-07-01,09:25:00.630,10900,,,B,10.5900,5730,123587,162507
600000.SH,600000,2020-07-01,09:25:00.630,10901,,,B,10.5900,200,133205,162507
600000.SH,600000,2020-07-01,09:25:00.630,10902,,,B,10.5900,5000,133259,162507
600000.SH,600000,2020-07-01,09:25:00.630,10903,,,B,10.5900,3500,137833,162507
600000.SH,600000,2020-07-01,09:25:00.630,10904,,,B,10.5900,6570,152483,162507
600000.SH,600000,2020-07-01,09:25:00.630,10905,,,S,10.5900,500,152483,59991
600000.SH,600000,2020-07-01,09:25:00.630,10906,,,S,10.5900,1200,152483,124765
600000.SH,600000,2020-07-01,09:25:00.630,10907,,,S,10.5900,100,152483,140484
600000.SH,600000,2020-07-01,09:25:00.630,10908,,,B,10.5900,5000,152483,155745
600000.SH,600000,2020-07-01,09:25:00.630,10909,,,S,10.5900,100,152483,21995
600000.SH,600000,2020-07-01,09:25:00.630,10910,,,S,10.5900,1000,152483,65903
600000.SH,600000,2020-07-01,09:25:00.630,10911,,,S,10.5900,600,152483,72284
600000.SH,600000,2020-07-01,09:25:00.630,10912,,,S,10.5900,8730,152483,74549
600000.SH,600000,2020-07-01,09:30:00.500,20250,,,B,10.6000,1300,8875,168552
600000.SH,600000,2020-07-01,09:30:00.500,20251,,,B,10.6000,200,18262,168552
600000.SH,600000,2020-07-01,09:30:00.740,21098,,,B,10.6000,100,18262,171282
600000.SH,600000,2020-07-01,09:30:00.740,21099,,,B,10.6000,100,72632,171282
600000.SH,600000,2020-07-01,09:30:00.850,21840,,,B,10.6000,100,72632,173746
600000.SH,600000,2020-07-01,09:30:00.850,21841,,,B,10.6000,100,93420,173746
600000.SH,600000,2020-07-01,09:30:00.850,21842,,,B,10.6000,800,125533,173746
600000.SH,600000,2020-07-01,09:30:01.380,23697,,,S,10.5900,500,179849,74549
600000.SH,600000,2020-07-01,09:30:01.610,24671,,,B,10.6000,1000,125533,183464
600000.SH,600000,2020-07-01,09:30:01.850,25688,,,S,10.5900,1000,187107,74549
600000.SH,600000,2020-07-01,09:30:01.850,25827,,,B,10.6000,100,125533,187611
600000.SH,600000,2020-07-01,09:30:01.850,25869,,,B,10.6000,4000,125533,187926
600000.SH,600000,2020-07-01,09:30:02.100,26941,,,B,10.6000,1000,125533,191876
600000.SH,600000,2020-07-01,09:30:02.350,27882,,,S,10.5900,1000,195111,74549
600000.SH,600000,2020-07-01,09:30:02.710,28879,,,S,10.5900,3770,198915,74549
600000.SH,600000,2020-07-01,09:30:02.710,28880,,,S,10.5900,2000,198915,109689
600000.SH,600000,2020-07-01,09:30:02.710,28881,,,S,10.5900,1430,198915,119837
600000.SH,600000,2020-07-01,09:30:02.960,29572,,,B,10.6000,9400,125533,201398
600000.SH,600000,2020-07-01,09:30:03.070,30308,,,B,10.6000,3000,125533,203740
600000.SH,600000,2020-07-01,09:30:03.070,30460,,,S,10.5900,100,204421,119837
600000.SH,600000,2020-07-01,09:30:03.590,32026,,,B,10.6000,6800,125533,209825
600000.SH,600000,2020-07-01,09:30:03.590,32173,,,B,10.6000,5000,125533,210392
600000.SH,600000,2020-07-01,09:30:03.590,32244,,,S,10.5900,1000,210742,119837
600000.SH,600000,2020-07-01,09:30:03.720,32610,,,B,10.6000,900,125533,211831
600000.SH,600000,2020-07-01,09:30:03.780,33119,,,B,10.6000,100,125533,213623
600000.SH,600000,2020-07-01,09:30:03.900,33596,,,B,10.6000,1300,125533,215251
600000.SH,600000,2020-07-01,09:30:03.900,33597,,,B,10.6000,200,132974,215251
600000.SH,600000,2020-07-01,09:30:03.900,33598,,,B,10.6000,500,156940,215251
600000.SH,600000,2020-07-01,09:30:03.900,33599,,,B,10.6000,100,197815,215251
600000.SH,600000,2020-07-01,09:30:03.900,33600,,,B,10.6000,1100,197865,215251
600000.SH,600000,2020-07-01,09:30:04.130,34341,,,B,10.6000,2000,197865,218037
600000.SH,600000,2020-07-01,09:30:04.130,34515,,,B,10.6000,1100,197865,218647
600000.SH,600000,2020-07-01,09:30:04.410,34989,,,S,10.5900,300,220047,119837
600000.SH,600000,2020-07-01,09:30:04.620,35612,,,S,10.5900,1770,222186,119837
600000.SH,600000,2020-07-01,09:30:04.620,35613,,,S,10.5900,2000,222186,128128
600000.SH,600000,2020-07-01,09:30:04.620,35614,,,S,10.5900,2000,222186,141575
600000.SH,600000,2020-07-01,09:30:04.620,35615,,,S,10.5900,230,222186,150287
600000.SH,600000,2020-07-01,09:30:04.620,35643,,,B,10.6000,300,197865,222243
600000.SH,600000,2020-07-01,09:30:04.620,35644,,,B,10.6000,100,220309,222243
600000.SH,600000,2020-07-01,09:30:04.620,35645,,,B,10.6100,500,5362,222243
600000.SH,600000,2020-07-01,09:30:04.620,35918,,,S,10.5900,100,223385,150287
600000.SH,600000,2020-07-01,09:30:04.750,36323,,,B,10.6000,200,223447,224711
600000.SH,600000,2020-07-01,09:30:04.750,36324,,,B,10.6000,300,224482,224711
600000.SH,600000,2020-07-01,09:30:05.790,38900,,,B,10.6000,4700,224482,234285
600000.SH,600000,2020-07-01,09:30:06.880,41048,,,S,10.5900,1670,240768,150287
600000.SH,600000,2020-07-01,09:30:06.880,41049,,,S,10.5900,1000,240768,153381
600000.SH,600000,2020-07-01,09:30:06.880,41050,,,S,10.5900,5000,240768,156557
600000.SH,600000,2020-07-01,09:30:06.880,41051,,,S,10.5900,2330,240768,160174
600000.SH,600000,2020-07-01,09:30:08.710,42902,,,B,10.6000,700,224482,245196
600000.SH,600000,2020-07-01,09:30:09.110,43345,,,S,10.5900,500,246387,160174
600000.SH,600000,2020-07-01,09:30:09.210,43476,,,S,10.5900,470,246784,160174
600000.SH,600000,2020-07-01,09:30:09.210,43477,,,S,10.5900,3000,246784,164555
600000.SH,600000,2020-07-01,09:30:09.210,43478,,,S,10.5900,100,246784,176041
600000.SH,600000,2020-07-01,09:30:09.210,43479,,,S,10.5900,500,246784,187217
600000.SH,600000,2020-07-01,09:30:09.210,43480,,,S,10.5900,4700,246784,188260
600000.SH,600000,2020-07-01,09:30:09.210,43481,,,S,10.5900,2830,246784,189603
600000.SH,600000,2020-07-01,09:30:10.350,44752,,,B,10.6000,1700,224482,249513
600000.SH,600000,2020-07-01,09:30:10.720,45054,,,B,10.6000,1200,224482,250030
600000.SH,600000,2020-07-01,09:30:11.940,45873,,,S,10.5900,100,252130,189603
600000.SH,600000,2020-07-01,09:30:11.980,45922,,,B,10.6000,200,224482,252250
600000.SH,600000,2020-07-01,09:30:11.980,45923,,,B,10.6000,700,238197,252250
600000.SH,600000,2020-07-01,09:30:11.980,45925,,,B,10.6000,900,238197,252252
600000.SH,600000,2020-07-01,09:30:12.140,46045,,,B,10.6000,1600,238197,252577
600000.SH,600000,2020-07-01,09:30:12.140,46046,,,B,10.6000,500,239142,252577
600000.SH,600000,2020-07-01,09:30:12.140,46047,,,B,10.6000,1000,245704,252577
600000.SH,600000,2020-07-01,09:30:12.140,46048,,,B,10.6000,100,251712,252577
600000.SH,600000,2020-07-01,09:30:12.270,46229,,,B,10.6100,1650,5362,252936
600000.SH,600000,2020-07-01,09:30:12.270,46230,,,B,10.6100,3000,128528,252936
600000.SH,600000,2020-07-01,09:30:12.270,46231,,,B,10.6100,2000,132429,252936
600000.SH,600000,2020-07-01,09:30:12.270,46232,,,B,10.6100,3000,161952,252936
600000.SH,600000,2020-07-01,09:30:12.270,46233,,,B,10.6100,5250,164163,252936
600000.SH,600000,2020-07-01,09:30:14.260,47533,,,S,10.6000,600,256110,252577
600000.SH,600000,2020-07-01,09:30:14.260,47534,,,S,10.6000,400,256110,252982
600000.SH,600000,2020-07-01,09:30:14.390,47593,,,S,10.6000,300,256256,252982
600000.SH,600000,2020-07-01,09:30:15.990,49141,,,B,10.6100,8600,164163,259525
600000.SH,600000,2020-07-01,09:30:20.560,52528,,,S,10.6000,500,265500,252982
600000.SH,600000,2020-07-01,09:30:20.560,52529,,,S,10.6000,900,265500,253532
600000.SH,600000,2020-07-01,09:30:20.560,52530,,,S,10.6000,1300,265500,254384
600000.SH,600000,2020-07-01,09:30:20.700,52654,,,B,10.6100,19000,164163,265714
600000.SH,600000,2020-07-01,09:30:20.700,52655,,,B,10.6100,100,164163,265716
600000.SH,600000,2020-07-01,09:30:20.700,52678,,,B,10.6100,200,164163,265746
600000.SH,600000,2020-07-01,09:30:20.740,52687,,,B,10.6100,100,164163,265774
600000.SH,600000,2020-07-01,09:30:20.800,52762,,,B,10.6100,200,164163,265918
600000.SH,600000,2020-07-01,09:30:21.110,53187,,,S,10.6000,4300,266763,257092
600000.SH,600000,2020-07-01,09:30:22.280,53934,,,S,10.6000,1300,267887,257092
600000.SH,600000,2020-07-01,09:30:22.280,53935,,,S,10.6000,100,267887,258243
600000.SH,600000,2020-07-01,09:30:22.280,53936,,,S,10.6000,300,267887,258927
600000.SH,600000,2020-07-01,09:30:22.280,53937,,,S,10.6000,1000,267887,259125
600000.SH,600000,2020-07-01,09:30:22.400,53993,,,B,10.6100,2400,164163,267957
600000.SH,600000,2020-07-01,09:30:22.770,54156,,,S,10.6000,100,268270,259125
600000.SH,600000,2020-07-01,09:30:22.830,54175,,,B,10.6100,8900,164163,268299
600000.SH,600000,2020-07-01,09:30:24.670,55533,,,S,10.6000,5400,270711,259125
600000.SH,600000,2020-07-01,09:30:25.200,55780,,,B,10.6100,8100,164163,271144
600000.SH,600000,2020-07-01,09:30:26.270,56366,,,S,10.6000,300,271967,259125
600000.SH,600000,2020-07-01,09:30:26.270,56367,,,S,10.6000,100,271967,261872
600000.SH,600000,2020-07-01,09:30:26.270,56368,,,S,10.6000,400,271967,261942
600000.SH,600000,2020-07-01,09:30:26.270,56369,,,S,10.6000,300,271967,262084
600000.SH,600000,2020-07-01,09:30:26.270,56370,,,S,10.6000,500,271967,264746
600000.SH,600000,2020-07-01,09:30:31.410,59741,,,B,10.6100,4900,164163,277600
600000.SH,600000,2020-07-01,09:30:31.530,59818,,,B,10.6100,100,164163,277686
600000.SH,600000,2020-07-01,09:30:31.890,60067,,,B,10.6100,100,164163,277985
600000.SH,600000,2020-07-01,09:30:32.060,60135,,,B,10.6100,11200,164163,278091
600000.SH,600000,2020-07-01,09:30:32.150,60167,,,B,10.6100,100,164163,278199
600000.SH,600000,2020-07-01,09:30:34.200,61721,,,S,10.6000,500,280620,264746
600000.SH,600000,2020-07-01,09:30:35.340,62241,,,S,10.6000,2700,281577,264746
600000.SH,600000,2020-07-01,09:30:35.340,62242,,,S,10.6000,2700,281577,265130
600000.SH,600000,2020-07-01,09:30:37.650,63902,,,S,10.6000,800,284285,265130
600000.SH,600000,2020-07-01,09:30:38.130,64068,,,S,10.6000,500,284635,265130
600000.SH,600000,2020-07-01,09:30:41.230,66191,,,B,10.6100,4500,164163,288051
600000.SH,600000,2020-07-01,09:30:41.950,66797,,,S,10.6000,1000,289159,265130
600000.SH,600000,2020-07-01,09:30:41.950,66798,,,S,10.6000,1000,289159,265232
600000.SH,600000,2020-07-01,09:30:41.950,66799,,,S,10.6000,200,289159,265773
600000.SH,600000,2020-07-01,09:30:41.950,66800,,,S,10.6000,200,289159,266630
600000.SH,600000,2020-07-01,09:30:41.950,66801,,,S,10.6000,100,289159,272669
600000.SH,600000,2020-07-01,09:30:41.950,66802,,,S,10.6000,100,289159,272713
600000.SH,600000,2020-07-01,09:30:41.950,66803,,,S,10.6000,200,289159,279214
600000.SH,600000,2020-07-01,09:30:41.950,66804,,,S,10.6000,100,289159,279517
600000.SH,600000,2020-07-01,09:30:41.950,66805,,,S,10.6000,5300,289159,287682
600000.SH,600000,2020-07-01,09:30:43.560,67816,,,B,10.6000,2200,289159,290613
600000.SH,600000,2020-07-01,09:30:44.710,68472,,,B,10.6100,2500,164163,291820
600000.SH,600000,2020-07-01,09:30:46.980,69787,,,B,10.6100,100,164163,294006
600000.SH,600000,2020-07-01,09:30:47.290,69969,,,B,10.6100,100,164163,294324
600000.SH,600000,2020-07-01,09:30:47.490,70140,,,B,10.6100,900,164163,294653
600000.SH,600000,2020-07-01,09:30:48.440,70915,,,B,10.6100,100,164163,295830
600000.SH,600000,2020-07-01,09:30:50.600,71967,,,S,10.6000,5400,297835,290613
600000.SH,600000,2020-07-01,09:30:51.000,72298,,,B,10.6100,20000,164163,298400
600000.SH,600000,2020-07-01,09:30:51.450,72525,,,B,10.6100,2550,164163,298854
600000.SH,600000,2020-07-01,09:30:51.450,72526,,,B,10.6100,1150,175568,298854
600000.SH,600000,2020-07-01,09:30:53.030,73276,,,S,10.6000,2400,300007,290613
600000.SH,600000,2020-07-01,09:30:53.030,73277,,,S,10.6000,200,300007,291120
600000.SH,600000,2020-07-01,09:30:53.030,73278,,,S,10.6000,100,300007,291387
600000.SH,600000,2020-07-01,09:30:53.030,73279,,,S,10.6000,100,300007,294519
600000.SH,600000,2020-07-01,09:30:53.030,73280,,,S,10.6000,100,300007,297534
600000.SH,600000,2020-07-01,09:30:53.400,73550,,,S,10.5900,3000,300377,189603
600000.SH,600000,2020-07-01,09:30:53.940,74108,,,B,10.6000,500,300007,301262
600000.SH,600000,2020-07-01,09:30:55.830,75272,,,B,10.6000,600,301396,302887
600000.SH,600000,2020-07-01,09:30:56.210,75419,,,S,10.6000,1700,303208,302887
600000.SH,600000,2020-07-01,09:30:56.210,75420,,,S,10.5900,3700,303208,189603
600000.SH,600000,2020-07-01,09:30:56.210,75457,,,S,10.6000,200,303267,303223
600000.SH,600000,2020-07-01,09:30:56.210,75458,,,S,10.5900,1800,303267,189603
600000.SH,600000,2020-07-01,09:30:58.840,77052,,,S,10.5900,1200,306024,189603
600000.SH,600000,2020-07-01,09:30:59.240,77304,,,B,10.6100,1850,175568,306394
600000.SH,600000,2020-07-01,09:30:59.240,77305,,,B,10.6100,850,197836,306394
600000.SH,600000,2020-07-01,09:31:01.440,78908,,,B,10.6000,600,307636,308899
600000.SH,600000,2020-07-01,09:31:01.440,78909,,,B,10.6100,150,197836,308899
600000.SH,600000,2020-07-01,09:31:01.440,78910,,,B,10.6100,4800,213511,308899
600000.SH,600000,2020-07-01,09:31:01.440,78911,,,B,10.6100,200,257771,308899
600000.SH,600000,2020-07-01,09:31:01.440,78912,,,B,10.6100,2700,271638,308899
600000.SH,600000,2020-07-01,09:31:01.440,78913,,,B,10.6100,450,283431,308899
600000.SH,600000,2020-07-01,09:31:01.850,79114,,,B,10.6100,5000,283431,309253
600000.SH,600000,2020-07-01,09:31:02.360,79512,,,S,10.5900,3000,309842,189603
600000.SH,600000,2020-07-01,09:31:05.090,81374,,,B,10.6000,100,311771,312872
600000.SH,600000,2020-07-01,09:31:05.120,81380,,,B,10.6000,400,311771,312901
600000.SH,600000,2020-07-01,09:31:05.120,81381,,,B,10.6000,400,311771,312902
600000.SH,600000,2020-07-01,09:31:05.150,81390,,,B,10.6000,800,311771,312925
600000.SH,600000,2020-07-01,09:31:08.060,83208,,,B,10.6000,100,311771,316101
600000.SH,600000,2020-07-01,09:31:08.090,83211,,,B,10.6000,100,311771,316114
600000.SH,600000,2020-07-01,09:31:08.090,83213,,,B,10.6000,100,311771,316121
600000.SH,600000,2020-07-01,09:31:10.780,84791,,,S,10.6000,100,318957,316187
600000.SH,600000,2020-07-01,09:31:10.780,84792,,,S,10.5900,400,318957,189603
600000.SH,600000,2020-07-01,09:31:11.700,85552,,,B,10.6100,4500,283431,320300
600000.SH,600000,2020-07-01,09:31:17.840,89752,,,B,10.6000,100,322738,327261
600000.SH,600000,2020-07-01,09:31:18.230,90109,,,B,10.6000,2700,322738,327787
600000.SH,600000,2020-07-01,09:31:18.400,90175,,,S,10.5900,100,327928,189603
600000.SH,600000,2020-07-01,09:31:20.870,92017,,,B,10.6000,400,322738,330761
600000.SH,600000,2020-07-01,09:31:20.870,92018,,,B,10.6000,100,325565,330761
600000.SH,600000,2020-07-01,09:31:23.530,93862,,,S,10.5900,2800,333328,189603
600000.SH,600000,2020-07-01,09:31:24.150,94559,,,B,10.6000,2600,325565,334444
600000.SH,600000,2020-07-01,09:31:24.190,94568,,,B,10.6000,12200,325565,334472
600000.SH,600000,2020-07-01,09:31:24.190,94569,,,B,10.6000,3000,327031,334472
600000.SH,600000,2020-07-01,09:31:24.190,94570,,,B,10.6000,3000,328798,334472
600000.SH,600000,2020-07-01,09:31:24.190,94571,,,B,10.6100,3050,283431,334472
600000.SH,600000,2020-07-01,09:31:24.190,94572,,,B,10.6100,300,287063,334472
600000.SH,600000,2020-07-01,09:31:24.190,94573,,,B,10.6100,13700,293754,334472
600000.SH,600000,2020-07-01,09:31:24.190,94574,,,B,10.6100,5400,295769,334472
600000.SH,600000,2020-07-01,09:31:24.190,94575,,,B,10.6100,2700,305346,334472
600000.SH,600000,2020-07-01,09:31:24.190,94576,,,B,10.6100,36650,310528,334472
600000.SH,600000,2020-07-01,09:31:27.840,96909,,,S,10.6000,300,338376,337807
600000.SH,600000,2020-07-01,09:31:28.190,97100,,,B,10.6000,900,338376,338706
600000.SH,600000,2020-07-01,09:31:29.320,97767,,,B,10.6000,100,338376,339851
600000.SH,600000,2020-07-01,09:31:29.430,97902,,,B,10.6000,100,338376,340068
600000.SH,600000,2020-07-01,09:31:31.140,99203,,,B,10.6000,600,338376,342344
600000.SH,600000,2020-07-01,09:31:31.190,99228,,,B,10.6000,300,338376,342387
600000.SH,600000,2020-07-01,09:31:31.230,99233,,,B,10.6000,300,338376,342402
600000.SH,600000,2020-07-01,09:31:31.230,99238,,,B,10.6000,400,338376,342431
600000.SH,600000,2020-07-01,09:31:31.570,99415,,,B,10.6100,4900,310528,342715
600000.SH,600000,2020-07-01,09:31:34.330,101633,,,B,10.6100,39200,310528,346162
600000.SH,600000,2020-07-01,09:31:35.730,103013,,,S,10.6000,100,348144,343027
600000.SH,600000,2020-07-01,09:31:35.730,103014,,,S,10.6000,100,348144,343501
600000.SH,600000,2020-07-01,09:31:35.730,103015,,,S,10.6000,100,348144,345123
600000.SH,600000,2020-07-01,09:31:35.730,103016,,,S,10.6000,100,348144,346873
600000.SH,600000,2020-07-01,09:31:35.730,103017,,,S,10.6000,100,348144,346874
600000.SH,600000,2020-07-01,09:31:35.730,103018,,,S,10.6000,200,348144,346913
600000.SH,600000,2020-07-01,09:31:35.730,103019,,,S,10.6000,100,348144,346962
600000.SH,600000,2020-07-01,09:31:35.730,103020,,,S,10.6000,100,348144,347000
600000.SH,600000,2020-07-01,09:31:35.730,103021,,,S,10.6000,100,348144,347016
600000.SH,600000,2020-07-01,09:31:35.730,103022,,,S,10.6000,200,348144,347114
600000.SH,600000,2020-07-01,09:31:35.730,103023,,,S,10.5900,1070,348144,189603
600000.SH,600000,2020-07-01,09:31:35.730,103024,,,S,10.5900,400,348144,214353
600000.SH,600000,2020-07-01,09:31:35.730,103025,,,S,10.5900,100,348144,215666
600000.SH,600000,2020-07-01,09:31:35.730,103026,,,S,10.5900,230,348144,218395
600000.SH,600000,2020-07-01,09:31:37.400,104088,,,B,10.6000,300,349883,349935
600000.SH,600000,2020-07-01,09:31:38.660,104969,,,S,10.5900,1770,351596,218395
600000.SH,600000,2020-07-01,09:31:38.660,104970,,,S,10.5900,1000,351596,219128
600000.SH,600000,2020-07-01,09:31:38.660,104971,,,S,10.5900,5000,351596,225764
600000.SH,600000,2020-07-01,09:31:38.660,104972,,,S,10.5900,5000,351596,246799
600000.SH,600000,2020-07-01,09:31:38.660,104973,,,S,10.5900,300,351596,255656
600000.SH,600000,2020-07-01,09:31:38.660,104974,,,S,10.5900,300,351596,283557
600000.SH,600000,2020-07-01,09:31:38.660,104975,,,S,10.5900,1500,351596,290932
600000.SH,600000,2020-07-01,09:31:38.660,104976,,,S,10.5900,1000,351596,297747
600000.SH,600000,2020-07-01,09:31:38.660,104977,,,S,10.5900,300,351596,307889
600000.SH,600000,2020-07-01,09:31:38.660,104978,,,S,10.5900,200,351596,316230
600000.SH,600000,2020-07-01,09:31:38.660,104979,,,S,10.5900,200,351596,329510
600000.SH,600000,2020-07-01,09:31:38.660,104980,,,S,10.5900,5000,351596,336442
600000.SH,600000,2020-07-01,09:31:38.660,104981,,,S,10.5900,100,351596,344636
600000.SH,600000,2020-07-01,09:31:38.660,104982,,,S,10.5900,3300,351596,346697
600000.SH,600000,2020-07-01,09:31:38.660,104983,,,S,10.5900,200,351596,349144
600000.SH,600000,2020-07-01,09:31:38.660,104984,,,S,10.5900,1000,351596,350151
600000.SH,600000,2020-07-01,09:31:38.660,104985,,,S,10.5800,500,351596,21360
600000.SH,600000,2020-07-01,09:31:38.660,104986,,,S,10.5800,1000,351596,28136
600000.SH,600000,2020-07-01,09:31:38.660,104987,,,S,10.5800,500,351596,60831
600000.SH,600000,2020-07-01,09:31:38.660,104988,,,S,10.5800,1530,351596,74932
600000.SH,600000,2020-07-01,09:31:39.140,105447,,,B,10.6000,100,349883,352193
600000.SH,600000,2020-07-01,09:31:42.910,107873,,,B,10.6100,2700,310528,356244
600000.SH,600000,2020-07-01,09:31:43.820,108249,,,S,10.6000,500,357002,355219
600000.SH,600000,2020-07-01,09:31:44.040,108376,,,S,10.6000,100,357186,355219
600000.SH,600000,2020-07-01,09:31:44.310,108603,,,B,10.6000,2000,357186,357595
600000.SH,600000,2020-07-01,09:31:44.310,108604,,,B,10.6100,16550,310528,357595
600000.SH,600000,2020-07-01,09:31:44.310,108605,,,B,10.6100,9500,317751,357595
600000.SH,600000,2020-07-01,09:31:44.310,108606,,,B,10.6100,4000,324780,357595
600000.SH,600000,2020-07-01,09:31:44.310,108607,,,B,10.6100,2000,349219,357595
600000.SH,600000,2020-07-01,09:31:44.310,108608,,,B,10.6100,4700,353572,357595
600000.SH,600000,2020-07-01,09:31:44.310,108609,,,B,10.6200,450,21979,357595
600000.SH,600000,2020-07-01,09:31:44.830,109081,,,S,10.5900,4200,358391,352605
600000.SH,600000,2020-07-01,09:31:46.980,110253,,,B,10.5900,100,358391,360209
600000.SH,600000,2020-07-01,09:31:47.190,110451,,,B,10.5900,100,358391,360478
600000.SH,600000,2020-07-01,09:31:47.190,110452,,,B,10.5900,100,358391,360479
600000.SH,600000,2020-07-01,09:31:47.310,110554,,,B,10.5900,100,358391,360610
600000.SH,600000,2020-07-01,09:31:47.590,110815,,,B,10.5900,200,358391,361090
600000.SH,600000,2020-07-01,09:31:47.620,110824,,,S,10.5800,2570,361119,74932
600000.SH,600000,2020-07-01,09:31:47.620,110825,,,S,10.5800,500,361119,94931
600000.SH,600000,2020-07-01,09:31:47.620,110826,,,S,10.5800,3000,361119,109446
600000.SH,600000,2020-07-01,09:31:47.620,110827,,,S,10.5800,100,361119,112361
600000.SH,600000,2020-07-01,09:31:47.620,110828,,,S,10.5800,500,361119,112857
600000.SH,600000,2020-07-01,09:31:47.620,110829,,,S,10.5800,3430,361119,115748
600000.SH,600000,2020-07-01,09:31:47.620,110835,,,B,10.5900,3100,358391,361129
600000.SH,600000,2020-07-01,09:31:47.620,110855,,,B,10.5900,3100,358391,361156
600000.SH,600000,2020-07-01,09:31:47.620,110866,,,B,10.5900,400,358391,361179
600000.SH,600000,2020-07-01,09:31:47.650,110922,,,B,10.5900,6100,358391,361256
600000.SH,600000,2020-07-01,09:31:47.760,110985,,,B,10.5900,2500,358391,361366
600000.SH,600000,2020-07-01,09:31:48.050,111150,,,S,10.5900,600,361682,361366
600000.SH,600000,2020-07-01,09:31:54.690,115067,,,B,10.6000,100,358774,368676
600000.SH,600000,2020-07-01,09:32:01.710,119158,,,B,10.6000,5000,358774,375776
600000.SH,600000,2020-07-01,09:32:02.100,119437,,,B,10.6000,1400,358774,376210
600000.SH,600000,2020-07-01,09:32:02.100,119450,,,B,10.6000,1000,358774,376241
600000.SH,600000,2020-07-01,09:32:02.100,119451,,,B,10.6000,400,358774,376245
600000.SH,600000,2020-07-01,09:32:02.140,119465,,,B,10.6000,2600,358774,376285
600000.SH,600000,2020-07-01,09:32:02.200,119500,,,B,10.6000,400,358774,376346
600000.SH,600000,2020-07-01,09:32:02.360,119604,,,B,10.6000,100,358774,376547
600000.SH,600000,2020-07-01,09:32:02.360,119610,,,B,10.6000,300,358774,376555
600000.SH,600000,2020-07-01,09:32:02.360,119611,,,B,10.6000,1800,358774,376557
600000.SH,600000,2020-07-01,09:32:02.890,120146,,,B,10.6000,500,358774,377485
600000.SH,600000,2020-07-01,09:32:02.890,120147,,,B,10.6000,500,358774,377486
600000.SH,600000,2020-07-01,09:32:02.920,120181,,,B,10.6000,200,358774,377530
600000.SH,600000,2020-07-01,09:32:02.920,120195,,,B,10.6000,600,358774,377540
600000.SH,600000,2020-07-01,09:32:03.830,120674,,,B,10.6000,100,358774,378417
600000.SH,600000,2020-07-01,09:32:04.090,120810,,,B,10.6000,100,362959,378688
600000.SH,600000,2020-07-01,09:32:04.090,120811,,,B,10.6000,100,373195,378688
600000.SH,600000,2020-07-01,09:32:04.120,120824,,,B,10.6000,100,373195,378714
600000.SH,600000,2020-07-01,09:32:04.120,120826,,,B,10.6000,100,373195,378719
600000.SH,600000,2020-07-01,09:32:04.120,120829,,,B,10.6000,100,373195,378725
600000.SH,600000,2020-07-01,09:32:04.430,120976,,,B,10.6000,100,373195,378946
600000.SH,600000,2020-07-01,09:32:04.530,121047,,,B,10.6000,100,373195,379087
